external_track_id,title,artist,album,language,year,decade,tempo,rms_mean,spectral_centroid_mean,seed_query
WTH2-jBv,"Badukina Bannave (From ""Tagaru"")",Siddhartha Belmannu,Jayanth Kaikini Janapriya Haadugalu,kannada,2021.0,2020s,123.047,0.048551,1684.971,Charan Raj
WUa8KCL1,Maadeva,"Sanjith Hegde, Hanumankind, Charan Raj",Popcorn Monkey Tiger,kannada,2020.0,2020s,172.266,0.043842,2504.88,Charan Raj
yOkiDsAK,"Balma (From ""Tagaru"")","Charan Raj, Siddhartha Belmannu",Jayanth Kaikini Janapriya Haadugalu,kannada,2021.0,2020s,135.999,0.08961,1527.554,Charan Raj
K1znVHQQ,"Love You Kane Love You Too Kano (From ""Bheema"")","Charan Raj, VAISH, Kaviraj",Duniya Vijay Hit Songs,kannada,2025.0,2020s,95.703,0.142362,1498.865,Charan Raj
BKMtFWnn,Naane Neenanthe,"Arjun Janya, Shashank, Sid Sriram, Lahari Mahesh",BRAT (Original Motion Picture Soundtrack),kannada,2026.0,2020s,135.999,0.13703,1977.403,Arjun Janya
6PXDJ5N7,"Naane Neenanthe (From ""BRAT"")","Arjun Janya, Shashank, Sid Sriram, Lahari Mahesh","Naane Neenanthe (From ""BRAT"")",kannada,2025.0,2020s,135.999,0.13703,1977.403,Arjun Janya
AOYQsXKr,Avarivarajothe,"Sonu Nigam, Anuradha Bhat",Jarasandha,kannada,2011.0,2010s,112.347,0.172362,2462.346,Arjun Janya
QwZUhYfc,Hoovina Santhege,"Sonu Nigam, Shreya Ghoshal",Lucky,kannada,2012.0,2010s,184.57,0.128368,2219.969,Arjun Janya
hNLIaENh,"Hoovina Santhege (From ""Lucky"")","Jayanth Kaikini, Sonu Nigam, Shreya Goshal, V. Harikrishna, Arjun Janya","Hoovina Santhege (From ""Lucky"")",kannada,2023.0,2020s,184.57,0.128243,2214.677,Arjun Janya
qSynCLcG,"Midiva Ninna (From ""Rajaadaani"")","Jayanth Kaikini, Sonu Nigam, Shreya Ghoshal",Jayanth Kaikini Hit Songs - 2,kannada,2025.0,2020s,123.047,0.115606,1894.573,Arjun Janya
D7XNHyAc,Midiva Ninna,"Arjun Janya, Jayanth Kaikini, Sonu Nigam, Shreya Ghoshal",Rajaadaani (Original Motion Picture Soundtrack),kannada,2011.0,2010s,123.047,0.115606,1894.573,Arjun Janya
AOtWid-4,Thara,"Kichcha Sudeepa, Dr. Shamitha Malnad, Ghouse Peer",Kempegowda (Original Motion Picture Soundtrack),kannada,2011.0,2010s,89.103,0.164027,2705.464,Arjun Janya
nKpPBcKa,Dwapara,"Arjun Janya, V.Nagendra Prasad, Jaskaran Singh",Krishnam Pranaya Sakhi (Original Motion Picture Soundtrack),kannada,2024.0,2020s,89.103,0.17152,2135.847,Arjun Janya
2rlyAWa8,Hoovina Baanadanthe,Shreya Ghoshal,Birugaali,kannada,2009.0,2000s,99.384,0.196383,2268.307,Arjun Janya
a0m4R8vb,Yendu Kanda Kanasu,"K. Kalyan, Rajesh Krishnan, Kavita Krishnamurthy",Lankesh Patrike (Original Motion Picture Soundtrack),kannada,2003.0,2000s,172.266,0.077823,2404.457,Kannada Hits
gxRqKOyU,"Yendu Kanda Kanasu (From ""Lankesh Patrike"")","Rajesh Krishnan, Kavita Krishnamurthy, K. Kalyan",Indrajit Lankesh Hit Songs,kannada,2025.0,2020s,172.266,0.077823,2404.457,Kannada Hits
jXqimfQE,Paravashanadenu,Sonu Nigam,Paramathma,kannada,2011.0,2010s,83.354,0.068703,2009.154,Kannada Hits
Mth2xd4q,Badass,"Anirudh Ravichander, Sri Krishna, Sai Charan",Leo (Kannada),kannada,2023.0,2020s,184.57,0.060392,2553.556,Kannada Hits
hUb5m0Vr,Nooru Janmaku,Mano Murthy,America America,kannada,2020.0,2020s,92.285,0.201049,1940.635,Kannada Hits
l1Hjvc9y,Bahaddura Nanna Ganda,"Ishwar Mastar Kanakur, Prathima Athreya",Bahaddura Nanna Ganda,kannada,2026.0,2020s,172.266,0.183137,1911.981,Kannada Hits
sfaNjQgm,Kuhu Kuhu Kogile,"S. Narayan, Haricharan, K. S. Chithra",Chandra Chakori (Original Motion Picture Soundtrack),kannada,2003.0,2000s,117.454,0.117767,3816.446,Kannada Hits
qCd6mqXR,Minchagi Neenu,"Sonu Nigam, V. Harikrishna",Gaalipata,kannada,2008.0,2000s,117.454,0.110826,2692.111,Kannada Hits
fJ8YcAP4,Rabindra Sangeet,Jaya Bhattacharya,Rabindra Sangeet,bengali,2021.0,2020s,151.999,0.228596,2108.541,Rabindra Sangeet
TTnua9TU,Rabindra Sangeet Mashup,Borno chakroborty,Rabindra Sangeet Mashup,bengali,2021.0,2020s,123.047,0.093875,1759.145,Rabindra Sangeet
qEkKX9UV,Ami Chini Go Chini,"Shafayet Badhon, Borno chakroborty",Rabindra Sangeet,bengali,2020.0,2020s,151.999,0.090901,2032.118,Rabindra Sangeet
sOJJuE0U,Majhe Majhe Tobo Dekha Pai,Borno chakroborty,Rabindra Sangeet,bengali,2020.0,2020s,129.199,0.12515,1820.296,Rabindra Sangeet
7UT-7qX3,Jodi Tare Nai Chini Go,Anwesshaa Dattagupta,Rabindra Sangeet - Love Songs,bengali,2024.0,2020s,161.499,0.058303,1638.622,Rabindra Sangeet
OlEt6-gc,Jodi Tare Nai Chini Go,Anwesshaa Dattagupta,Rabindra Sangeet - Modern Versions,bengali,2024.0,2020s,161.499,0.058303,1638.622,Rabindra Sangeet
h_fDufp7,Pagla Hawar Badol Dine,Akriti Kakar,Rabindra Sangeet - Modern Versions,bengali,2024.0,2020s,103.359,0.110933,1835.861,Rabindra Sangeet
be8TetpD,Pagla Hawar Badol Dine,Akriti Kakar,Rabindra Sangeet - Love Songs,bengali,2024.0,2020s,103.359,0.110933,1835.861,Rabindra Sangeet
J3qt3AL2,Amaro Porano Jaha Chay,Ujjaini Mukherjee,Rabindra Sangeet - Modern Versions,bengali,2024.0,2020s,161.499,0.025812,997.42,Rabindra Sangeet
w_LrR-pd,Amaro Porano Jaha Chay,Ujjaini Mukherjee,Rabindra Sangeet - Love Songs,bengali,2024.0,2020s,161.499,0.025812,997.42,Rabindra Sangeet
gCsp5CiI,Byatha Nei,Anupam Roy,Byatha Nei,bengali,2026.0,2020s,143.555,0.03096,1966.131,Anupam Roy
deFXmTwq,"Gaane Gaane (From ""Dhumketu"")","Anupam Roy, Arijit Singh, Shreya Ghoshal","Gaane Gaane (From ""Dhumketu"")",bengali,2025.0,2020s,135.999,0.111084,1494.816,Anupam Roy
-oyH9sgY,Baundule Ghuri,Anupam Roy,Dawshom Awbotaar,bengali,2023.0,2020s,86.133,0.15346,1446.22,Anupam Roy
em9egP_5,Ekhon Onek Raat,Anupam Roy,Hemlock Society (Original Motion Picture Soundtrack),bengali,2012.0,2010s,129.199,0.064459,1552.537,Anupam Roy
6IZOyUdV,Ekhon Onek Raat,Anupam Roy,Hemlock Society (Original Motion Picture Soundtrack),bengali,2012.0,2010s,129.199,0.064459,1552.537,Anupam Roy
BYy6TOoU,Boba Tunnel,Anupam Roy,Chotushkone,bengali,2014.0,2010s,234.908,0.116479,1265.117,Anupam Roy
b7o1UyK6,"Boba Tunnel (From ""Chotushkone"")",Anupam Roy,Anupam Roy Nonstop Bengali Hits,bengali,2026.0,2020s,234.908,0.116125,1157.971,Anupam Roy
vh7F2H3E,Hridoyer Rang,Lagnajita Chakraborty,Ghare & Baire,bengali,2018.0,2010s,107.666,0.150407,1697.48,Anupam Roy
MKNKxQMY,Bneche Thakar Gaan,Rupam Islam,Autograph,bengali,2010.0,2010s,117.454,0.128527,1841.605,Anupam Roy
ncfGhwzi,Tumi Jake Bhalobaso (Female Version),"Iman Chakraborty, Anupam Roy",Praktan,bengali,2016.0,2010s,80.75,0.108407,1397.574,Anupam Roy
2-IZhYlN,Bhalolaage Tomake,Arijit Singh,Tomake Chai (Original Motion Picture Soundtrack),bengali,2017.0,2010s,117.454,0.173223,1466.492,Arijit Singh Bengali
64m9f3mF,Tomake Chai,Arijit Singh,Gangster (Original Motion Picture Soundtrack),bengali,2016.0,2010s,161.499,0.172818,1490.171,Arijit Singh Bengali
Lac1P1Cp,Ke Tui Bol,"Arijit Singh, Jeet Gannguli, Prasen",Herogiri,bengali,2018.0,2010s,172.266,0.160095,2015.854,Arijit Singh Bengali
g2NJnJqh,Egiye De,Arindom,Shudhu Tomari Jonyo (Original Motion Picture Soundtrack),bengali,2015.0,2010s,89.103,0.141907,1812.871,Arijit Singh Bengali
EQDP1xjP,Tor Ek Kothaye,"Arijit Singh, Jeet Gannguli, Prasen",Besh Korechi Prem Korechi,bengali,2020.0,2020s,172.266,0.230838,1672.493,Arijit Singh Bengali
gcB8u0Uq,Parbona,Arijit Singh,Borbaad (Original Motion Picture Soundtrack),bengali,2014.0,2010s,89.103,0.177617,1438.522,Arijit Singh Bengali
VDjB0QMB,Bojhena Shey Bojhena (Male Version),Arijit Singh,Bojhena Shey Bojhena (Original Motion Picture Soundtrack),bengali,2012.0,2010s,135.999,0.13631,1477.25,Arijit Singh Bengali
1fNdNnOP,Bhalobashar Morshum (Duet),Arijit Singh,X=Prem,bengali,2022.0,2020s,151.999,0.071048,1096.072,Arijit Singh Bengali
RT09XHST,Mon Bojhena,Arijit Singh,Chirodini Tumi Je Amar 2 (Original Motion Picture Soundtrack),bengali,2014.0,2010s,123.047,0.153622,1899.336,Arijit Singh Bengali
bqObjPTq,"Bolo Ki Tumi (From ""Beporoya"")",Aarvan,"Bolo Ki Tumi (From ""Beporoya"")",bengali,2026.0,2020s,99.384,0.228027,1722.46,Bengali Hits
KmOtL7rn,"Je Andhare (From ""Winkle Twinkle"")","Shreya Ghoshal, Tamalika Golder","Je Andhare (From ""Winkle Twinkle"")",bengali,2026.0,2020s,95.703,0.1479,1335.347,Bengali Hits
lwT8mD9r,"Tumi Bolo (From ""Keu Bole Biplobi, Keu bole Dakat"")",Durnibar Saha,"Tumi Bolo (From ""Keu Bole Biplobi, Keu bole Dakat"")",bengali,2026.0,2020s,135.999,0.096997,1264.779,Bengali Hits
2iAYkyi7,"Mone Holo Kyano (From ""Erao Manush"")","Javed Ali, Sumona","Mone Holo Kyano (From ""Erao Manush"")",bengali,2026.0,2020s,151.999,0.176383,2378.428,Bengali Hits
x0irKjt1,O Bandhu,Pousali Banerjee,O Bandhu,bengali,2026.0,2020s,107.666,0.114206,1764.35,Bengali Hits
2DOxTW9y,"Fire Aye Bondhu Amar (Female Version) (From ""Erao Manush"")","Akriti Kakar, Balasai Lahiri","Fire Aye Bondhu Amar (Female Version) (From ""Erao Manush"")",bengali,2026.0,2020s,198.768,0.097824,857.225,Bengali Hits
Gk5rfQl6,"Khabar Pabo Koi (From ""Maya Satya Bhram"")",Silajit,"Khabar Pabo Koi (From ""Maya Satya Bhram"")",bengali,2026.0,2020s,112.347,0.086193,2060.224,Bengali Hits
0rYr57cr,Saathiyaa,"Shreya Ghoshal, Ajay Gogavale, Ajay-Atul",Singham,hindi,2011.0,2010s,117.454,0.083457,1383.809,Ajay Atul
3SIPCwH7,Chikni Chameli,"Ajay-Atul, Shreya Ghoshal",Agneepath,hindi,2011.0,2010s,89.103,0.117612,3041.229,Ajay Atul
GGMI3kq4,Deva Shree Ganesha (Ganpati 2026),"Ajay-Atul, Ajay Gogavale",Agneepath,hindi,2011.0,2010s,76.0,0.063331,2062.225,Ajay Atul
W5YfbvCv,Dhadak Title Track,"Ajay Gogavale, Shreya Ghoshal",Valentines Special,hindi,2026.0,2020s,151.999,0.125492,1413.26,Ajay Atul
UOoHCn9r,Dhadak Title Track,"Ajay Gogavale, Shreya Ghoshal",Love Vibes Only,hindi,2026.0,2020s,151.999,0.125492,1413.26,Ajay Atul
gLp_JxXE,Dhadak Title Track,"Ajay Gogavale, Shreya Ghoshal",Dhadak,hindi,2018.0,2010s,151.999,0.125731,1409.723,Ajay Atul
O9wBww5W,Dhadak Title Track,"Ajay Gogavale, Shreya Ghoshal",Shreya Ghoshal Romantic Hits,hindi,2026.0,2020s,151.999,0.125492,1413.26,Ajay Atul
uhMSED1t,Sapna Jahan,"Ajay-Atul, Sonu Nigam, Neeti Mohan",Brothers,hindi,2015.0,2010s,63.024,0.058438,1155.234,Ajay Atul
MUj4v0tT,Jugraafiya,"Udit Narayan, Shreya Ghoshal",Bollywood Top Romantic Hits,hindi,2026.0,2020s,92.285,0.147175,1804.808,Ajay Atul
DvIzRXCH,Jugraafiya,"Udit Narayan, Shreya Ghoshal",Next On Repeat,hindi,2026.0,2020s,92.285,0.147175,1804.808,Ajay Atul
VAqC_eyg,Mala Ved Laagale (Duet),"Ketakee Mateygaonkar, Swapnil Bandodkar",Rimjhim Romance,marathi,2026.0,2020s,143.555,0.092114,2532.035,Swapnil Bandodkar
4UC30WXq,Mala Ved Laagale (Duet),"Ketakee Mateygaonkar, Swapnil Bandodkar",Marathi Valentine's Songs,marathi,2026.0,2020s,143.555,0.092114,2532.035,Swapnil Bandodkar
wto7eGvS,Mala Ved Laagale (Duet),"Ketakee Mateygaonkar, Swapnil Bandodkar",Timepass,marathi,2014.0,2010s,143.555,0.090626,2561.259,Swapnil Bandodkar
6AQXss3n,Mala Ved Laagale (Duet),"Ketakee Mateygaonkar, Swapnil Bandodkar",Marathi Top Hits,marathi,2026.0,2020s,143.555,0.092114,2532.035,Swapnil Bandodkar
OsX90uIO,Mala Ved Laagale (Duet),"Ketakee Mateygaonkar, Swapnil Bandodkar",Marathi Love Vibes,marathi,2026.0,2020s,143.555,0.092114,2532.035,Swapnil Bandodkar
5CUINX3V,Mala Ved Laagale (Duet),"Swapnil Bandodkar, Ketakee Mateygaonkar",Marathi Trending Hits,marathi,2026.0,2020s,143.555,0.092114,2532.035,Swapnil Bandodkar
5s00perI,Mala Ved Laagale (Duet),"Ketakee Mateygaonkar, Swapnil Bandodkar",Marathi Viral Mix,marathi,2026.0,2020s,143.555,0.092114,2532.035,Swapnil Bandodkar
AgWHrpVk,Saavar Re Mana,"Swapnil Bandodkar, Jaanvee Prabhu-Arora",Mitwaa,marathi,2014.0,2010s,89.103,0.18284,2165.198,Swapnil Bandodkar
j_3A0MhV,Vatevari Mogra,"Swapnil Bandodkar, Vaishali Samant",Diwali Pahat - Vaishali Samant & Swapnil Bandodkar,marathi,2025.0,2020s,135.999,0.097519,1486.231,Swapnil Bandodkar
O0vS3f-O,Vatevari Mogra,"Swapnil Bandodkar, Vaishali Samant, Nilesh Moharir",Diwali Pahat - Swapnil Bandodkar,marathi,2024.0,2020s,135.999,0.097519,1486.231,Swapnil Bandodkar
fbWdWvtg,Shaky,"Sanju Rathod, G-SPXRK",Shaky,marathi,2025.0,2020s,107.666,0.344437,2220.445,Marathi Songs
3-1SfkVv,Sundari,"Sanju Rathod, G-SPXRK",Sundari,marathi,2025.0,2020s,151.999,0.219924,2018.82,Marathi Songs
E4PzytVq,Gulabi Sadi,"Sanju Rathod, G-SPXRK",Gulabi Sadi,marathi,2024.0,2020s,129.199,0.119387,2776.449,Marathi Songs
GTXyu3hU,Bangles,"Sanju Rathod, G-SPXRK",Bangles,marathi,2026.0,2020s,89.103,0.205494,2094.536,Marathi Songs
DWlAvvOI,Ashakya Hi Shakya Kartil Swami,Sadhana Sargam,Swami Samarth Song - Ashakya Hi Shakya Kartil Swami,marathi,2021.0,2020s,95.703,0.173539,1477.717,Marathi Songs
tRl2UB7c,Pankha Fast,"Phenom, SAMBATA",Pankha Fast,marathi,2026.0,2020s,112.347,0.262572,2542.402,Marathi Songs
hpFbde-e,Swami,"Brahmaa, Avadhoot Gandhi, Narhar Raherkar",Best of Bhairava Films,marathi,2026.0,2020s,184.57,0.133778,1546.875,Marathi Songs
FHnPA8ac,Swami,"Brahmaa, Avadhoot Gandhi, Narhar Raherkar",Swami,marathi,2025.0,2020s,184.57,0.133723,1546.521,Marathi Songs
fShXQE1o,Majha Naav,"Crown J, Sneha Mahadik",Majha Naav,marathi,2026.0,2020s,63.024,0.106295,2487.154,Marathi Songs
-S8cncb9,Deh Vitthal,"Prasad Prabhakar Shinde, Avadhoot Gandhi",Deh Vitthal,marathi,2024.0,2020s,151.999,0.168831,1952.015,Marathi Songs
TdbVxH54,SAFE AND SOUND X TAYLOR SWIFT HARDSTYLE,"SICK LEGEND, GYM HARDSTYLE, HARDSTYLE BRAH",SAFE AND SOUND X TAYLOR SWIFT HARDSTYLE,instrumental,2022.0,2020s,172.266,0.244333,2537.133,Taylor Swift
6J92wcOH,Song For Taylor Swift,Gareth Koch,Song For Taylor Swift,instrumental,2024.0,2020s,107.666,0.058828,907.281,Taylor Swift
PcLh6ESu,Not a Taylor Swift Song,SychoSide,Not What You Expected,unknown,2023.0,2020s,123.047,0.178384,1974.581,Taylor Swift
NLv5Bok4,Golden Hour Girl Taylor Swift,Moriom Nessa,Golden Hour Girl Taylor Swift,english,2025.0,2020s,107.666,0.076081,2174.029,Taylor Swift
Gyf18-ky,Sweet Song For Taylor Swift,Shreta Ghosal,Sweet Song For Taylor Swift,english,2026.0,2020s,99.384,0.084495,1831.829,Taylor Swift
HMhUpR3Q,Happiness (8-Bit Taylor Swift Emulation),8-Bit Arcade,"By Request, Vol. 121",instrumental,2021.0,2020s,117.454,0.108457,2409.644,Taylor Swift
uDaGzdlW,Cardigan (8-Bit Taylor Swift Emulation),8-Bit Arcade,"By Request, Vol. 94",instrumental,2020.0,2020s,129.199,0.179884,2204.206,Taylor Swift
2ikUcLJR,Happiness (16-Bit Taylor Swift Emulation),Arcade Player,"The Impossible Game Soundtrack, Vol. 56",instrumental,2021.0,2020s,123.047,0.077304,588.089,Taylor Swift
D-84b21R,Marjorie (8-Bit Taylor Swift Emulation),8-Bit Arcade,"By Request, Vol. 113",instrumental,2021.0,2020s,123.047,0.119965,2213.979,Taylor Swift
2yUdUpE1,Cardigan (16-Bit Taylor Swift Emulation),Arcade Player,"The Impossible Game Soundtrack, Vol. 42",instrumental,2020.0,2020s,129.199,0.149968,1495.203,Taylor Swift
pYRgrK-n,"Sao Paulo (By The Weeknd, Anitta) (Melody Karaoke Version)",ZZang KARAOKE,ZZang KARAOKE 2024 POP Vol.223,instrumental,2025.0,2020s,129.199,0.106912,584.48,The Weeknd
DoCROQ-Q,Starboy The Weeknd,Blue Pink,Starboy The Weeknd,instrumental,2025.0,2020s,123.047,0.225878,1695.133,The Weeknd
DsFhp062,The Weeknd Vibes (Instrumental),El Turco,R&B Reimagined Vol.01,instrumental,2024.0,2020s,89.103,0.219514,1367.797,The Weeknd
mrVwQcNF,City of Mirrors The Weeknd,Hafizur Rahman,City of Mirrors The Weeknd,english,2025.0,2020s,123.047,0.098107,2381.709,The Weeknd
tx0jxuEX,Snowchild (8-Bit The Weeknd Emulation),8-Bit Arcade,"By Request, Vol. 95",instrumental,2020.0,2020s,99.384,0.186528,2510.463,The Weeknd
yZbDAHk_,Snowchild (16-Bit The Weeknd Emulation),Arcade Player,"The Impossible Game Soundtrack, Vol. 43",instrumental,2020.0,2020s,99.384,0.160912,2193.564,The Weeknd
wt4pC-ju,Final Lullaby (8-Bit The Weeknd Emulation),8-Bit Arcade,"By Request, Vol. 120",instrumental,2021.0,2020s,99.384,0.045505,2550.173,The Weeknd
pCMHCH7N,Final Lullaby (16-Bit The Weeknd Emulation),Arcade Player,"The Impossible Game Soundtrack, Vol. 56",instrumental,2021.0,2020s,99.384,0.068302,599.784,The Weeknd
fYP7vOan,Hawái (16-Bit Maluma & The Weeknd Emulation),Arcade Player,"The Impossible Game Soundtrack, Vol. 51",instrumental,2020.0,2020s,89.103,0.161167,1300.539,The Weeknd
U8uPHgQH,Hawái (8-Bit Maluma & The Weeknd Emulation),8-Bit Arcade,"By Request, Vol. 110",instrumental,2020.0,2020s,117.454,0.201559,2020.342,The Weeknd
gWW5QjP6,Im A Star (Dance EDM Remix),Jethro Sheeran,Im A Star,instrumental,2023.0,2020s,123.047,0.330015,2346.356,Ed Sheeran
Q_4oYN75,A Lonestar (feat. DaBaby) (Dance Remix),ALONESTAR,A Lonestar (feat. DaBaby),instrumental,2024.0,2020s,123.047,0.287849,2313.143,Ed Sheeran
yXimIaGG,BILLIE EILISH (DAHIYA REMIX),DAHIYA THE RAPPER,BILLIE EILISH (DAHIYA REMIX),hindi,2022.0,2020s,99.384,0.232298,2252.602,Billie Eilish
skbvh5Ec,Billie Eilish,"54GODART, Michigan Mauler, PACANI",Billie Eilish,instrumental,2024.0,2020s,92.285,0.270424,2187.967,Billie Eilish
yTjW_9Vx,Billie Eilish,Dikkat Official,Billie Eilish,hindi,2023.0,2020s,99.384,0.234961,2054.811,Billie Eilish
RXFeUBNf,Billie Eilish (Remix),4tee7ven,4X4,punjabi,2024.0,2020s,99.384,0.278261,2263.034,Billie Eilish
mt7wJTo3,Billie Eilish (Remix),KANDY MUSICK,Billie Eilish (Remix),punjabi,2025.0,2020s,99.384,0.215866,1645.214,Billie Eilish
PnxCAfUA,Billie Eilish (Remix),Inder D Last Level,Billie Eilish (Remix),punjabi,2022.0,2020s,99.384,0.199725,2129.501,Billie Eilish
axsr3R_h,BILLIE EILISH (By Armani White) (Melody Karaoke Version),ZZang KARAOKE,ZZang KARAOKE 2024 POP Vol.125,instrumental,2024.0,2020s,99.384,0.133262,1536.741,Billie Eilish
m6CQtHwB,BILLIE EILISH (By Armani White) (Instrumental Karaoke Version),ZZang KARAOKE,ZZang KARAOKE 2024 POP Vol.125,instrumental,2024.0,2020s,99.384,0.133243,1566.016,Billie Eilish
3rC_hKVf,Billie Eilish Remix,Dr.Singh M,Billie Eilish Remix,hindi,2022.0,2020s,99.384,0.133785,2316.566,Billie Eilish
nVJf0-78,Tappey (Billie Eilish Remix),Taj,Tappey (Billie Eilish Remix),hindi,2022.0,2020s,99.384,0.166906,1876.45,Billie Eilish
KyymdtSc,Dua lipa,Aryan Kushagra,Street tape,hindi,2023.0,2020s,89.103,0.151652,2302.309,Dua Lipa
d7ITEsn6,Dua Lipa,Marix,Dua Lipa,hindi,2022.0,2020s,99.384,0.12304,1402.137,Dua Lipa
AQkKqcU4,Swan Song (8-Bit Dua Lipa Emulation),8-Bit Arcade,"By Request, Vol. 18",instrumental,2019.0,2010s,95.703,0.207112,2331.429,Dua Lipa
HjVMYnXg,I Met Dua Lipa at the Club,Ed Napoli,"Decades of Dance, Set 19",instrumental,2021.0,2020s,103.359,0.159471,2355.504,Dua Lipa
-kfiuXOp,Illusion (By Dua Lipa) (Melody Karaoke Version),ZZang KARAOKE,ZZang KARAOKE 2024 POP Vol.131,instrumental,2024.0,2020s,63.024,0.128384,1347.137,Dua Lipa
E9nma8Rn,Houdini (By Dua Lipa) (Melody Karaoke Version),ZZang KARAOKE,ZZang KARAOKE 2024 POP Vol.111,instrumental,2024.0,2020s,117.454,0.215304,1541.087,Dua Lipa
EjPnQkl4,Illusion (By Dua Lipa) (Instrumental Karaoke Version),ZZang KARAOKE,ZZang KARAOKE 2024 POP Vol.131,instrumental,2024.0,2020s,63.024,0.123595,1350.041,Dua Lipa
PnI6AF1O,Houdini (By Dua Lipa) (Instrumental Karaoke Version),ZZang KARAOKE,ZZang KARAOKE 2024 POP Vol.111,instrumental,2024.0,2020s,117.454,0.213722,1543.034,Dua Lipa
UjBNM7KN,Training Season (By Dua Lipa) (Melody Karaoke Version),ZZang KARAOKE,ZZang KARAOKE 2024 POP Vol.71,instrumental,2024.0,2020s,123.047,0.187461,1473.322,Dua Lipa
sysTsLFY,These Walls (By Dua Lipa) (Melody Karaoke Version),ZZang KARAOKE,ZZang KARAOKE 2024 POP Vol.141,instrumental,2024.0,2020s,123.047,0.228848,1291.288,Dua Lipa
_G6W0EEE,Man On The Moon,Coldplay,Man On The Moon,english,2025.0,2020s,123.047,0.158555,1874.201,Coldplay
1ZDlyUiL,Believer (Imagine Dragons cover),Polina Cherkas,Believer (Imagine Dragons cover),instrumental,2023.0,2020s,123.047,0.333037,1422.7,Imagine Dragons
z4t7KMUi,Wrecked (16-Bit Imagine Dragons Emulation),Arcade Player,"The Impossible Game Soundtrack, Vol. 66",instrumental,2021.0,2020s,95.703,0.106049,2122.863,Imagine Dragons
vN7JbuxG,Wrecked (8-Bit Imagine Dragons Emulation),8-Bit Arcade,"By Request, Vol. 140",instrumental,2021.0,2020s,95.703,0.131365,2001.964,Imagine Dragons
q2ScJs4W,Radioactive (Originally Performed By Imagine Dragons),Karaoke Idols,Singing Today's Hits! - Vol. 2,instrumental,2014.0,2010s,92.285,0.081122,1797.28,Imagine Dragons
VF5i54E8,Bad Liar (16-Bit Imagine Dragons Emulation),Arcade Player,"The Impossible Game Soundtrack, Vol. 2",instrumental,2018.0,2010s,117.454,0.051728,976.332,Imagine Dragons
Uiywv8d6,Birds (16-Bit Imagine Dragons & Elisa Emulation),Arcade Player,"The Impossible Game Soundtrack, Vol. 15",instrumental,2019.0,2010s,60.093,0.09787,1407.133,Imagine Dragons
_hk0LyTv,Demons (By Imagine Dragons) (Instrumental Karaoke Version),ZZang KARAOKE,ZZang KARAOKE 2024 POP Vol.167,instrumental,2024.0,2020s,89.103,0.066554,1020.707,Imagine Dragons
Rm9UL3mH,Demons (By Imagine Dragons) (Melody Karaoke Version),ZZang KARAOKE,ZZang KARAOKE 2024 POP Vol.167,instrumental,2024.0,2020s,89.103,0.07085,898.113,Imagine Dragons
0G0w82iB,Birds (By Imagine Dragons) (Melody Karaoke Version),ZZang KARAOKE,ZZang KARAOKE 2026 POP Vol.275,instrumental,2026.0,2020s,60.093,0.176599,1760.363,Imagine Dragons
fqiarL6g,Wrecked (By Imagine Dragons) (Melody Karaoke Version),ZZang KARAOKE,ZZang KARAOKE 2024 POP Vol.73,instrumental,2024.0,2020s,95.703,0.222853,1027.084,Imagine Dragons
Rpui9Lck,QUEEN,"Armaan Gill, Arnaaz Gill",QUEEN,punjabi,2025.0,2020s,95.703,0.257842,2790.538,Queen
TCXxAecp,My Queen,"KD DESIROCK, Swara",My Queen,haryanvi,2024.0,2020s,123.047,0.137503,2720.667,Queen
33Dg7auf,QUEEN,"Armaan Gill, Arnaaz Gill",TWO OF A KIND,punjabi,2025.0,2020s,95.703,0.257842,2790.538,Queen
rp05mdne,Queen,"Zack Knight, Raxstar",Queen,punjabi,2015.0,2010s,89.103,0.098099,2046.472,Queen
QMFgJqsW,QUEEN,A Kay,QUEEN,punjabi,2022.0,2020s,76.0,0.125628,2195.082,Queen
Ej20U73m,Drama Queen,"Vishal & Shekhar, Shreya Ghoshal, Vishal Dadlani",Hasee Toh Phasee,hindi,2014.0,2010s,143.555,0.189668,2077.445,Queen
d8GKqiEI,Queen,Rahul Goswami,Queen,haryanvi,2021.0,2020s,143.555,0.156109,1814.941,Queen
xocRpi3s,Queen's Gambit,"Black Virus, Hustinder",Bhadauria,punjabi,2024.0,2020s,95.703,0.186718,2230.948,Queen
4BkJ_XWh,Queen Of Punjab,"Gulab Sidhu, Singh Jeet, IRIS Music",Queen Of Punjab,punjabi,2025.0,2020s,161.499,0.176202,2641.843,Queen
xxsFHiKl,London Thumakda,"Amit Trivedi, Labh Janjua, Sonu Kakkar, Neha Kakkar",Queen,hindi,2014.0,2010s,69.837,0.111639,1944.547,Queen
ccUkBHLn,Lolly Pop Lageli,Pawan Singh,Lolly Pop Lageli,bhojpuri,2010.0,2010s,151.999,0.037852,2603.84,Pop Hits
YHQ1aewC,Thoda Thoda Pyaar,"Kumaar, Nilesh Ahuja, Stebin Ben",Pop Hits,hindi,2026.0,2020s,103.359,0.106549,1048.862,Pop Hits
Vj5FAeKw,"Popat Bole From ""Chaniya Toli"" (from ""Popat Bole From ""Chaniya Toli"""")","Rakesh Barot, Jahnvi Shrimankar",Roots & Rhythms,gujarati,2026.0,2020s,135.999,0.180266,2757.968,Pop Hits
